,Regionname,Price
97,Southern Metropolitan,2575000.0
98,Southern Metropolitan,1322500.0
99,Southern Metropolitan,1562500.0
100,Southern Metropolitan,2000000.0
101,Southern Metropolitan,1900000.0
102,Southern Metropolitan,3010000.0
103,Southern Metropolitan,2800000.0
104,Southern Metropolitan,647000.0
105,Southern Metropolitan,2100000.0
106,Southern Metropolitan,2000000.0
107,Southern Metropolitan,442500.0
108,Southern Metropolitan,4735000.0
109,Southern Metropolitan,1340000.0
110,Southern Metropolitan,1801000.0
111,Southern Metropolitan,1532000.0
112,Southern Metropolitan,3755000.0
113,Southern Metropolitan,2140000.0
114,Southern Metropolitan,1750000.0
115,Southern Metropolitan,980000.0
116,Southern Metropolitan,2030000.0
117,Southern Metropolitan,1740000.0
118,Southern Metropolitan,2800000.0
119,Southern Metropolitan,985000.0
120,Northern Metropolitan,2000000.0
121,Northern Metropolitan,1110000.0
122,Northern Metropolitan,1492000.0
123,Northern Metropolitan,1717500.0
124,Northern Metropolitan,2840000.0
125,Northern Metropolitan,525500.0
126,Northern Metropolitan,805000.0
127,Northern Metropolitan,465000.0
128,Northern Metropolitan,2000000.0
129,Northern Metropolitan,1540000.0
130,Northern Metropolitan,820000.0
131,Northern Metropolitan,1830000.0
132,Northern Metropolitan,2100000.0
133,Northern Metropolitan,865000.0
134,Northern Metropolitan,390000.0
135,Northern Metropolitan,650000.0
136,Northern Metropolitan,512000.0
137,Northern Metropolitan,1165000.0
138,Northern Metropolitan,1900000.0
139,Northern Metropolitan,1485000.0
140,Northern Metropolitan,1950000.0
141,Western Metropolitan,520000.0
142,Western Metropolitan,1525000.0
143,Western Metropolitan,720000.0
144,Western Metropolitan,1120000.0
145,Western Metropolitan,780000.0
146,Western Metropolitan,1780000.0
147,Western Metropolitan,630000.0
148,Western Metropolitan,406000.0
149,Western Metropolitan,660000.0
150,Western Metropolitan,683500.0
151,Western Metropolitan,580000.0
152,Western Metropolitan,1335000.0
153,Western Metropolitan,800000.0
154,Western Metropolitan,510000.0
155,Western Metropolitan,1070000.0
156,Western Metropolitan,425000.0
157,Western Metropolitan,605000.0
158,Western Metropolitan,705000.0
159,Western Metropolitan,391000.0
160,Western Metropolitan,440000.0
161,Western Metropolitan,845000.0
162,Western Metropolitan,743000.0
163,Western Metropolitan,730000.0
164,Western Metropolitan,635000.0
165,Western Metropolitan,620000.0
166,Western Metropolitan,447000.0
167,Western Metropolitan,730000.0
168,Western Metropolitan,678000.0
169,Western Metropolitan,580000.0
170,Western Metropolitan,712000.0
171,Western Metropolitan,840000.0
172,Western Metropolitan,980000.0
173,Western Metropolitan,605100.0
174,Western Metropolitan,880000.0
175,Western Metropolitan,577000.0
176,Western Metropolitan,1030000.0
177,Western Metropolitan,605000.0
178,Western Metropolitan,753000.0
179,Western Metropolitan,857000.0
180,Western Metropolitan,1500000.0
181,Western Metropolitan,730000.0
182,Western Metropolitan,900000.0
183,Western Metropolitan,740000.0
184,Western Metropolitan,931000.0
185,Western Metropolitan,535600.0
186,Western Metropolitan,1085000.0
187,Western Metropolitan,781000.0
188,Western Metropolitan,750000.0
189,Western Metropolitan,421000.0
190,Western Metropolitan,1405000.0
191,Western Metropolitan,683000.0
192,Western Metropolitan,623000.0
193,Western Metropolitan,720000.0
194,Western Metropolitan,588000.0
195,Western Metropolitan,710000.0
196,Western Metropolitan,875000.0
197,Western Metropolitan,700000.0
198,Western Metropolitan,640000.0
199,Western Metropolitan,650000.0
200,Western Metropolitan,675000.0
201,Western Metropolitan,708000.0
202,Western Metropolitan,965000.0
203,Western Metropolitan,680000.0
204,Western Metropolitan,770000.0
205,Western Metropolitan,923000.0
206,Western Metropolitan,693000.0
207,Western Metropolitan,620000.0
208,Western Metropolitan,728500.0
209,Western Metropolitan,931000.0
210,Western Metropolitan,988000.0
211,Western Metropolitan,590000.0
212,Western Metropolitan,610000.0
213,Western Metropolitan,815000.0
214,Western Metropolitan,970000.0
215,Western Metropolitan,760000.0
216,Western Metropolitan,847500.0
217,Western Metropolitan,1200000.0
218,Western Metropolitan,700000.0
219,Western Metropolitan,625000.0
220,Western Metropolitan,292000.0
221,Southern Metropolitan,599000.0
222,Southern Metropolitan,550000.0
223,Southern Metropolitan,995000.0
224,Southern Metropolitan,1205000.0
225,Southern Metropolitan,1939000.0
226,Southern Metropolitan,421500.0
227,Southern Metropolitan,1870000.0
228,Southern Metropolitan,678000.0
229,Southern Metropolitan,1918000.0
230,Southern Metropolitan,660000.0
231,Southern Metropolitan,2050000.0
232,Southern Metropolitan,700000.0
233,Southern Metropolitan,3625000.0
234,Southern Metropolitan,3000000.0
235,Southern Metropolitan,1525000.0
236,Southern Metropolitan,735000.0
237,Southern Metropolitan,825000.0
238,Southern Metropolitan,1586000.0
239,Southern Metropolitan,645000.0
240,Southern Metropolitan,1435000.0
241,Southern Metropolitan,280000.0
242,Southern Metropolitan,400000.0
243,Southern Metropolitan,1780000.0
244,Southern Metropolitan,592500.0
245,Southern Metropolitan,1210000.0
246,Southern Metropolitan,2801000.0
247,Southern Metropolitan,390000.0
248,Southern Metropolitan,1800000.0
249,Southern Metropolitan,2200000.0
250,Southern Metropolitan,324000.0
251,Southern Metropolitan,5525000.0
252,Southern Metropolitan,1125000.0
253,Southern Metropolitan,2250000.0
254,Southern Metropolitan,2360000.0
255,Southern Metropolitan,1900000.0
256,Southern Metropolitan,440000.0
257,Southern Metropolitan,490000.0
258,Southern Metropolitan,2365000.0
259,Southern Metropolitan,1300000.0
260,Southern Metropolitan,732000.0
261,Southern Metropolitan,704000.0
262,Southern Metropolitan,620000.0
263,Southern Metropolitan,1900000.0
264,Southern Metropolitan,315000.0
265,Southern Metropolitan,450000.0
266,Southern Metropolitan,710000.0
267,Southern Metropolitan,872000.0
268,Southern Metropolitan,598000.0
269,Southern Metropolitan,1285000.0
270,Southern Metropolitan,3660000.0
271,Southern Metropolitan,520000.0
272,Southern Metropolitan,3625000.0
273,Southern Metropolitan,4200000.0
274,Southern Metropolitan,1101000.0
275,Southern Metropolitan,3512500.0
276,Southern Metropolitan,2000000.0
277,Southern Metropolitan,869000.0
278,Southern Metropolitan,2810000.0
279,Southern Metropolitan,565000.0
280,Southern Metropolitan,567000.0
281,Southern Metropolitan,546000.0
282,Southern Metropolitan,471500.0
283,Western Metropolitan,455000.0
284,Western Metropolitan,940000.0
285,Western Metropolitan,467000.0
286,Western Metropolitan,1380000.0
287,Western Metropolitan,490000.0
288,Western Metropolitan,1850000.0
289,Western Metropolitan,1284000.0
290,Western Metropolitan,971000.0
291,Western Metropolitan,710000.0
292,Western Metropolitan,2425000.0
293,Western Metropolitan,750000.0
294,Western Metropolitan,1053000.0
295,Western Metropolitan,1377000.0
296,Western Metropolitan,970000.0
297,Western Metropolitan,940000.0
298,Western Metropolitan,751000.0
299,Western Metropolitan,950000.0
300,Western Metropolitan,685000.0
301,Western Metropolitan,1230000.0
302,Western Metropolitan,636500.0
303,Western Metropolitan,910000.0
304,Western Metropolitan,770000.0
305,Western Metropolitan,960000.0
306,Western Metropolitan,890000.0
307,Western Metropolitan,965000.0
308,Western Metropolitan,1440000.0
309,Western Metropolitan,955000.0
310,Western Metropolitan,450000.0
311,Western Metropolitan,801000.0
312,Western Metropolitan,1000000.0
313,Western Metropolitan,1435000.0
314,Western Metropolitan,390000.0
315,Western Metropolitan,1425000.0
316,Western Metropolitan,1340000.0
317,Western Metropolitan,955000.0
318,Western Metropolitan,1100000.0
319,Western Metropolitan,1255000.0
320,Western Metropolitan,432000.0
321,Western Metropolitan,1640000.0
322,Western Metropolitan,1430000.0
323,Western Metropolitan,610000.0
324,Western Metropolitan,940000.0
325,Western Metropolitan,890000.0
326,Western Metropolitan,1180000.0
327,Western Metropolitan,1480000.0
328,Western Metropolitan,1150000.0
329,Western Metropolitan,1350000.0
330,Western Metropolitan,1905000.0
331,Western Metropolitan,865000.0
332,Western Metropolitan,705000.0
333,Western Metropolitan,442000.0
334,Western Metropolitan,540000.0
335,Western Metropolitan,1037500.0
336,Western Metropolitan,1050000.0
337,Western Metropolitan,440000.0
338,Western Metropolitan,1010000.0
339,Western Metropolitan,1430000.0
340,Western Metropolitan,570000.0
341,Western Metropolitan,690000.0
342,Western Metropolitan,1291000.0
343,Western Metropolitan,1130000.0
344,Western Metropolitan,1135000.0
345,Western Metropolitan,950000.0
346,Western Metropolitan,790000.0
347,Western Metropolitan,390000.0
348,Western Metropolitan,1345000.0
349,Western Metropolitan,1381500.0
350,Western Metropolitan,940000.0
351,Western Metropolitan,995000.0
352,Western Metropolitan,1050000.0
353,Western Metropolitan,786000.0
354,Western Metropolitan,705000.0
355,Western Metropolitan,760000.0
356,Western Metropolitan,487500.0
357,Western Metropolitan,1000000.0
358,Western Metropolitan,1110000.0
359,Western Metropolitan,1300000.0
360,Western Metropolitan,1060000.0
361,Western Metropolitan,1410000.0
362,Western Metropolitan,1305000.0
363,Western Metropolitan,932500.0
364,Western Metropolitan,965000.0
365,Western Metropolitan,1215000.0
366,Western Metropolitan,545000.0
367,Western Metropolitan,1705000.0
368,Western Metropolitan,970000.0
369,Western Metropolitan,925000.0
370,Southern Metropolitan,2650000.0
371,Southern Metropolitan,1670000.0
372,Southern Metropolitan,955000.0
373,Southern Metropolitan,2050000.0
374,Southern Metropolitan,500000.0
375,Southern Metropolitan,1575000.0
376,Southern Metropolitan,1555000.0
377,Southern Metropolitan,1100000.0
378,Southern Metropolitan,1337000.0
379,Southern Metropolitan,2950000.0
380,Southern Metropolitan,2215000.0
381,Southern Metropolitan,1518000.0
382,Southern Metropolitan,1710000.0
383,Southern Metropolitan,1655000.0
384,Southern Metropolitan,1550000.0
385,Southern Metropolitan,1662000.0
386,Southern Metropolitan,1665000.0
387,Southern Metropolitan,1445000.0
388,Southern Metropolitan,3510000.0
389,Southern Metropolitan,968000.0
390,Southern Metropolitan,900000.0
391,Southern Metropolitan,1500000.0
392,Southern Metropolitan,2752000.0
393,Southern Metropolitan,1500000.0
394,Southern Metropolitan,1800000.0
395,Southern Metropolitan,1830000.0
396,Southern Metropolitan,1415000.0
397,Southern Metropolitan,1440000.0
398,Southern Metropolitan,1250000.0
399,Southern Metropolitan,1422000.0
400,Southern Metropolitan,1600000.0
401,Southern Metropolitan,1860000.0
402,Southern Metropolitan,1710000.0
403,Southern Metropolitan,1790000.0
404,Southern Metropolitan,1950000.0
405,Southern Metropolitan,1600000.0
406,Southern Metropolitan,1320000.0
407,Southern Metropolitan,1650000.0
408,Southern Metropolitan,995000.0
409,Southern Metropolitan,1250000.0
410,Southern Metropolitan,1045000.0
411,Southern Metropolitan,1200000.0
412,Southern Metropolitan,1075000.0
413,Southern Metropolitan,1500000.0
414,Southern Metropolitan,1120000.0
415,Southern Metropolitan,700000.0
416,Southern Metropolitan,761000.0
417,Southern Metropolitan,1270000.0
418,Southern Metropolitan,1510000.0
419,Southern Metropolitan,1365000.0
420,Southern Metropolitan,1100000.0
421,Southern Metropolitan,1415000.0
422,Southern Metropolitan,690000.0
423,Southern Metropolitan,1631000.0
424,Southern Metropolitan,1500000.0
425,Southern Metropolitan,1060000.0
426,Southern Metropolitan,1529500.0
427,Southern Metropolitan,600000.0
428,Southern Metropolitan,535000.0
429,Southern Metropolitan,785000.0
430,Southern Metropolitan,1240000.0
431,Southern Metropolitan,700000.0
432,Southern Metropolitan,1350000.0
433,Southern Metropolitan,1110000.0
434,Southern Metropolitan,1305000.0
435,Southern Metropolitan,855000.0
436,Southern Metropolitan,900500.0
437,Southern Metropolitan,1200000.0
438,Southern Metropolitan,830000.0
439,Western Metropolitan,850000.0
440,Western Metropolitan,750000.0
441,Western Metropolitan,851000.0
442,Western Metropolitan,848000.0
443,Western Metropolitan,806000.0
444,Western Metropolitan,1155000.0
445,Western Metropolitan,670000.0
446,Western Metropolitan,1200000.0
447,Western Metropolitan,636000.0
448,Western Metropolitan,680000.0
449,Western Metropolitan,1160000.0
450,Western Metropolitan,750000.0
451,Western Metropolitan,627500.0
452,Western Metropolitan,880000.0
453,Western Metropolitan,950000.0
454,Western Metropolitan,1600000.0
455,Western Metropolitan,585000.0
456,Western Metropolitan,650000.0
457,Western Metropolitan,725000.0
458,Western Metropolitan,665000.0
459,Western Metropolitan,560500.0
460,Western Metropolitan,615000.0
461,Western Metropolitan,845000.0
462,Western Metropolitan,585000.0
463,Western Metropolitan,440000.0
464,Western Metropolitan,850000.0
465,Western Metropolitan,850000.0
466,Western Metropolitan,705000.0
467,Western Metropolitan,1100000.0
468,Western Metropolitan,892500.0
469,Western Metropolitan,695000.0
470,Western Metropolitan,522500.0
471,Western Metropolitan,680000.0
472,Western Metropolitan,500000.0
473,Western Metropolitan,550000.0
474,Western Metropolitan,730000.0
475,Western Metropolitan,875000.0
476,Western Metropolitan,850000.0
477,Western Metropolitan,635000.0
478,Western Metropolitan,762000.0
479,Western Metropolitan,411000.0
480,Western Metropolitan,790000.0
481,Western Metropolitan,605000.0
482,Western Metropolitan,805000.0
483,Western Metropolitan,890000.0
484,Western Metropolitan,795000.0
485,Western Metropolitan,634000.0
486,Western Metropolitan,642000.0
487,Western Metropolitan,863000.0
488,Western Metropolitan,740000.0
489,Southern Metropolitan,1819000.0
490,Southern Metropolitan,410000.0
491,Southern Metropolitan,280000.0
492,Southern Metropolitan,1015000.0
493,Southern Metropolitan,502500.0
494,Southern Metropolitan,520000.0
495,Southern Metropolitan,442000.0
496,Southern Metropolitan,1193000.0
497,Southern Metropolitan,416000.0
498,Southern Metropolitan,820000.0
499,Southern Metropolitan,474000.0
500,Southern Metropolitan,981000.0
501,Southern Metropolitan,1690000.0
502,Southern Metropolitan,540000.0
503,Southern Metropolitan,1080000.0
504,Southern Metropolitan,500000.0
505,Southern Metropolitan,497500.0
506,Southern Metropolitan,2100000.0
507,Southern Metropolitan,1800000.0
508,Southern Metropolitan,1255000.0
509,Southern Metropolitan,1070000.0
510,Southern Metropolitan,2570000.0
511,Southern Metropolitan,2400000.0
512,Southern Metropolitan,2200000.0
513,Southern Metropolitan,3250000.0
514,Southern Metropolitan,806000.0
515,Southern Metropolitan,4000000.0
516,Southern Metropolitan,1215000.0
517,Southern Metropolitan,2250000.0
518,Southern Metropolitan,812000.0
519,Southern Metropolitan,1140000.0
520,Southern Metropolitan,2330000.0
521,Southern Metropolitan,2800000.0
522,Southern Metropolitan,605000.0
523,Southern Metropolitan,1255000.0
524,Southern Metropolitan,1850000.0
525,Southern Metropolitan,805000.0
526,Southern Metropolitan,700000.0
527,Southern Metropolitan,2130000.0
528,Southern Metropolitan,500000.0
529,Southern Metropolitan,2125000.0
530,Southern Metropolitan,1800000.0
531,Southern Metropolitan,635000.0
532,Southern Metropolitan,526000.0
533,Southern Metropolitan,390000.0
534,Southern Metropolitan,905000.0
535,Southern Metropolitan,1750000.0
536,Southern Metropolitan,760000.0
537,Southern Metropolitan,3180000.0
538,Southern Metropolitan,1367000.0
539,Southern Metropolitan,3600000.0
540,Southern Metropolitan,2550000.0
541,Southern Metropolitan,1400000.0
542,Southern Metropolitan,3270000.0
543,Southern Metropolitan,625000.0
544,Southern Metropolitan,700000.0
545,Southern Metropolitan,1860000.0
546,Southern Metropolitan,2730000.0
547,Southern Metropolitan,2020000.0
548,Southern Metropolitan,460000.0
549,Southern Metropolitan,2250000.0
550,Southern Metropolitan,1053000.0
551,Southern Metropolitan,1800000.0
552,Southern Metropolitan,1472000.0
553,Southern Metropolitan,2120000.0
554,Southern Metropolitan,1910000.0
555,Southern Metropolitan,754000.0
556,Southern Metropolitan,3000000.0
557,Southern Metropolitan,3400000.0
558,Southern Metropolitan,2188000.0
559,Southern Metropolitan,755000.0
560,Southern Metropolitan,2900000.0
561,Southern Metropolitan,3290000.0
562,Southern Metropolitan,2665000.0
563,Southern Metropolitan,1801000.0
564,Southern Metropolitan,2410000.0
565,Southern Metropolitan,650000.0
566,Southern Metropolitan,2275000.0
567,Southern Metropolitan,2810000.0
568,Southern Metropolitan,1385000.0
569,Southern Metropolitan,2000000.0
570,Southern Metropolitan,1900000.0
571,Southern Metropolitan,3401000.0
572,Southern Metropolitan,1750000.0
573,Southern Metropolitan,4000000.0
574,Southern Metropolitan,1100000.0
575,Southern Metropolitan,3020000.0
576,Southern Metropolitan,2950000.0
577,Southern Metropolitan,2450000.0
578,Southern Metropolitan,1912000.0
579,Southern Metropolitan,730000.0
580,Southern Metropolitan,3900000.0
581,Southern Metropolitan,1500000.0
582,Southern Metropolitan,1850000.0
583,Southern Metropolitan,1700000.0
584,Southern Metropolitan,1010000.0
585,Southern Metropolitan,1315000.0
586,Southern Metropolitan,1500000.0
587,Southern Metropolitan,3230000.0
588,Southern Metropolitan,1080000.0
589,Southern Metropolitan,1350000.0
590,Southern Metropolitan,1905000.0
591,Southern Metropolitan,3300000.0
592,Southern Metropolitan,1900000.0
593,Southern Metropolitan,2251000.0
594,Southern Metropolitan,2205000.0
595,Southern Metropolitan,1265000.0
596,Southern Metropolitan,2000000.0
597,Southern Metropolitan,1750000.0
598,Southern Metropolitan,1450000.0
599,Southern Metropolitan,2614000.0
600,Southern Metropolitan,1825000.0
601,Southern Metropolitan,2550000.0
602,Southern Metropolitan,1570000.0
603,Southern Metropolitan,3250000.0
604,Southern Metropolitan,1750000.0
605,Southern Metropolitan,1150000.0
606,Southern Metropolitan,1575000.0
607,Southern Metropolitan,1505000.0
608,Southern Metropolitan,1572000.0
609,Southern Metropolitan,1500000.0
610,Southern Metropolitan,1400000.0
611,Southern Metropolitan,1750000.0
612,Southern Metropolitan,1850000.0
613,Southern Metropolitan,1480000.0
614,Southern Metropolitan,1400000.0
615,Southern Metropolitan,2130000.0
616,Southern Metropolitan,1050000.0
617,Southern Metropolitan,3690000.0
618,Southern Metropolitan,1740000.0
619,Southern Metropolitan,2575000.0
620,Southern Metropolitan,1388800.0
621,Southern Metropolitan,1702000.0
622,Southern Metropolitan,1800000.0
623,Southern Metropolitan,2910000.0
624,Southern Metropolitan,1400000.0
625,Southern Metropolitan,860000.0
626,Southern Metropolitan,1670000.0
627,Southern Metropolitan,1500000.0
628,Southern Metropolitan,2200000.0
629,Southern Metropolitan,1350000.0
630,Southern Metropolitan,2070000.0
631,Southern Metropolitan,1300000.0
632,Southern Metropolitan,1700000.0
633,Southern Metropolitan,1750000.0
634,Southern Metropolitan,980000.0
635,Southern Metropolitan,1230000.0
636,Southern Metropolitan,2600000.0
637,Southern Metropolitan,1950000.0
638,Southern Metropolitan,1750000.0
639,Southern Metropolitan,2000000.0
640,Southern Metropolitan,1480000.0
641,Southern Metropolitan,3000000.0
642,Southern Metropolitan,1818000.0
643,Southern Metropolitan,2170000.0
644,Southern Metropolitan,2525000.0
645,Southern Metropolitan,3360000.0
646,Southern Metropolitan,1620000.0
647,Southern Metropolitan,1903000.0
648,Southern Metropolitan,1712000.0
649,Southern Metropolitan,1720000.0
650,Southern Metropolitan,1670000.0
651,Southern Metropolitan,1350000.0
652,Southern Metropolitan,1675000.0
653,Southern Metropolitan,1680000.0
654,Southern Metropolitan,1800000.0
655,Southern Metropolitan,1550000.0
656,Southern Metropolitan,4000000.0
657,Southern Metropolitan,2900000.0
658,Southern Metropolitan,2205000.0
659,Southern Metropolitan,1137000.0
660,Southern Metropolitan,2100000.0
661,Southern Metropolitan,1389000.0
662,Southern Metropolitan,685000.0
663,Southern Metropolitan,1900000.0
664,Southern Metropolitan,1335000.0
665,Southern Metropolitan,1600000.0
666,Southern Metropolitan,1830000.0
667,Southern Metropolitan,1900000.0
668,Southern Metropolitan,1500000.0
669,Southern Metropolitan,735000.0
670,Southern Metropolitan,1040000.0
671,Southern Metropolitan,1520000.0
672,Southern Metropolitan,1250000.0
673,Southern Metropolitan,1900000.0
674,Southern Metropolitan,1875000.0
675,Southern Metropolitan,1530000.0
676,Southern Metropolitan,1700000.0
677,Southern Metropolitan,1238000.0
678,Southern Metropolitan,1320000.0
679,Southern Metropolitan,560000.0
680,Southern Metropolitan,1651000.0
681,Southern Metropolitan,1920000.0
682,Southern Metropolitan,1560000.0
683,Southern Metropolitan,1550000.0
684,Southern Metropolitan,1038000.0
685,Southern Metropolitan,1660000.0
686,Southern Metropolitan,1260000.0
687,Southern Metropolitan,2000000.0
688,Southern Metropolitan,2155000.0
689,Southern Metropolitan,1225000.0
690,Southern Metropolitan,2150000.0
691,Southern Metropolitan,1770000.0
692,Southern Metropolitan,691500.0
693,Southern Metropolitan,1836000.0
694,Southern Metropolitan,636000.0
695,Southern Metropolitan,1275000.0
696,Southern Metropolitan,875000.0
697,Southern Metropolitan,895000.0
698,Southern Metropolitan,1550000.0
699,Southern Metropolitan,1420000.0
700,Southern Metropolitan,1425000.0
701,Southern Metropolitan,851000.0
702,Southern Metropolitan,1222500.0
703,Southern Metropolitan,1260000.0
704,Southern Metropolitan,2700000.0
705,Southern Metropolitan,900000.0
706,Southern Metropolitan,1100000.0
707,Southern Metropolitan,1005000.0
708,Southern Metropolitan,1317500.0
709,Southern Metropolitan,360000.0
710,Southern Metropolitan,1435000.0
711,Southern Metropolitan,1110000.0
712,Southern Metropolitan,2435000.0
713,Southern Metropolitan,1500000.0
714,Southern Metropolitan,1300000.0
715,Southern Metropolitan,855000.0
716,Southern Metropolitan,1125000.0
717,Southern Metropolitan,1135000.0
718,Southern Metropolitan,867000.0
719,Southern Metropolitan,1328000.0
720,Southern Metropolitan,1340000.0
721,Southern Metropolitan,1155000.0
722,Southern Metropolitan,1275000.0
723,Southern Metropolitan,770000.0
724,Southern Metropolitan,855000.0
725,Southern Metropolitan,1100000.0
726,Southern Metropolitan,650000.0
727,Southern Metropolitan,1815000.0
728,Southern Metropolitan,2255000.0
729,Southern Metropolitan,1470000.0
730,Southern Metropolitan,420000.0
731,Southern Metropolitan,855000.0
732,Southern Metropolitan,1450000.0
733,Southern Metropolitan,1200000.0
734,Southern Metropolitan,1860000.0
735,Southern Metropolitan,725000.0
736,Southern Metropolitan,1293000.0
737,Southern Metropolitan,1390000.0
738,Southern Metropolitan,1400000.0
739,Southern Metropolitan,1328000.0
740,Southern Metropolitan,1247000.0
741,Southern Metropolitan,1311000.0
742,Southern Metropolitan,1100000.0
743,Southern Metropolitan,1327500.0
744,Southern Metropolitan,1560000.0
745,Southern Metropolitan,1370000.0
746,Southern Metropolitan,1100000.0
747,Southern Metropolitan,1385000.0
748,Southern Metropolitan,1275000.0
749,Southern Metropolitan,1095000.0
750,Southern Metropolitan,797500.0
751,Southern Metropolitan,725000.0
752,Southern Metropolitan,825000.0
753,Southern Metropolitan,1235000.0
754,Southern Metropolitan,1600000.0
755,Southern Metropolitan,1165000.0
756,Southern Metropolitan,1355000.0
757,Southern Metropolitan,1910000.0
758,Southern Metropolitan,1448000.0
759,Southern Metropolitan,820000.0
760,Southern Metropolitan,895000.0
761,Southern Metropolitan,1041000.0
762,Southern Metropolitan,1430000.0
763,Southern Metropolitan,910000.0
764,Southern Metropolitan,2520000.0
765,Southern Metropolitan,1350000.0
766,Southern Metropolitan,635000.0
767,Southern Metropolitan,1280000.0
768,Southern Metropolitan,1900000.0
769,Southern Metropolitan,1230000.0
770,Southern Metropolitan,1150000.0
771,Southern Metropolitan,1650000.0
772,Southern Metropolitan,670000.0
773,Southern Metropolitan,680000.0
774,Southern Metropolitan,1320000.0
775,Southern Metropolitan,1380000.0
776,Southern Metropolitan,1900000.0
777,Southern Metropolitan,1535000.0
778,Southern Metropolitan,1281000.0
779,Southern Metropolitan,1096000.0
780,Southern Metropolitan,1385000.0
781,Southern Metropolitan,517500.0
782,Southern Metropolitan,1245000.0
783,Southern Metropolitan,503000.0
784,Southern Metropolitan,2620000.0
785,Southern Metropolitan,760000.0
786,Southern Metropolitan,405000.0
787,Southern Metropolitan,1410000.0
788,Southern Metropolitan,760000.0
789,Southern Metropolitan,825000.0
790,Southern Metropolitan,746000.0
791,Southern Metropolitan,580000.0
792,Southern Metropolitan,1275000.0
793,Southern Metropolitan,1206000.0
794,Southern Metropolitan,1115000.0
795,Southern Metropolitan,1190000.0
796,Southern Metropolitan,1270000.0
797,Southern Metropolitan,1025000.0
798,Southern Metropolitan,740000.0
799,Southern Metropolitan,1960000.0
800,Southern Metropolitan,495000.0
801,Southern Metropolitan,570000.0
802,Southern Metropolitan,1220000.0
803,Southern Metropolitan,885000.0
804,Southern Metropolitan,830000.0
805,Southern Metropolitan,1137500.0
806,Southern Metropolitan,1100000.0
807,Southern Metropolitan,1040000.0
808,Southern Metropolitan,1210000.0
809,Southern Metropolitan,1160000.0
