,Date,Price
290,2016-04-06,971000.0
291,2016-04-06,710000.0
292,2016-04-06,2425000.0
293,2016-04-06,750000.0
294,2016-06-08,1053000.0
295,2016-06-08,1377000.0
296,2016-07-05,970000.0
297,2016-07-05,940000.0
298,2016-07-05,751000.0
299,2016-07-05,950000.0
300,2016-07-11,685000.0
301,2016-08-10,1230000.0
302,2016-08-10,636500.0
303,2016-08-10,910000.0
304,2016-10-09,770000.0
305,2016-10-12,960000.0
306,2016-10-12,890000.0
307,2016-10-12,965000.0
308,2017-11-02,1440000.0
309,2017-11-03,955000.0
310,2016-12-11,450000.0
311,2016-12-11,801000.0
312,2016-12-11,1000000.0
313,2016-12-11,1435000.0
314,2016-12-11,390000.0
315,2016-08-13,1425000.0
316,2016-05-14,1340000.0
317,2016-05-14,955000.0
318,2016-10-15,1100000.0
319,2016-10-15,1255000.0
320,2016-10-15,432000.0
321,2016-04-16,1640000.0
322,2016-04-16,1430000.0
323,2016-04-16,610000.0
324,2016-04-16,940000.0
325,2016-07-16,890000.0
326,2016-09-17,1180000.0
327,2016-09-17,1480000.0
328,2017-03-18,1150000.0
329,2017-03-18,1350000.0
330,2017-03-18,1905000.0
331,2017-03-18,865000.0
332,2016-06-18,705000.0
333,2016-06-18,442000.0
334,2016-11-19,540000.0
335,2016-11-19,1037500.0
336,2016-11-19,1050000.0
337,2016-11-19,440000.0
338,2016-11-19,1010000.0
339,2016-05-22,1430000.0
340,2016-05-22,570000.0
341,2016-05-22,690000.0
342,2016-04-23,1291000.0
343,2016-04-23,1130000.0
344,2016-09-24,1135000.0
345,2016-09-24,950000.0
346,2016-09-24,790000.0
347,2017-02-25,390000.0
348,2017-02-25,1345000.0
349,2017-02-25,1381500.0
350,2016-07-26,940000.0
351,2016-07-26,995000.0
352,2016-07-26,1050000.0
353,2016-07-26,786000.0
354,2016-06-27,705000.0
355,2016-06-27,760000.0
356,2016-06-27,487500.0
357,2016-11-27,1000000.0
358,2016-11-27,1110000.0
359,2016-11-27,1300000.0
360,2016-11-27,1060000.0
361,2016-11-27,1410000.0
362,2016-05-28,1305000.0
363,2016-05-28,932500.0
364,2016-08-28,965000.0
365,2016-08-28,1215000.0
366,2016-08-28,545000.0
367,2016-07-30,1705000.0
368,2016-07-30,970000.0
369,2016-07-30,925000.0
370,2016-03-09,2650000.0
371,2016-03-12,1670000.0
372,2016-03-12,955000.0
373,2016-03-12,2050000.0
374,2017-04-03,500000.0
375,2017-04-03,1575000.0
376,2016-04-06,1555000.0
377,2016-08-10,1100000.0
378,2016-08-10,1337000.0
379,2016-10-09,2950000.0
380,2016-10-09,2215000.0
381,2016-10-09,1518000.0
382,2016-10-12,1710000.0
383,2016-10-12,1655000.0
384,2016-12-11,1550000.0
385,2016-05-14,1662000.0
386,2016-10-15,1665000.0
387,2016-04-16,1445000.0
388,2017-03-18,3510000.0
389,2016-06-18,968000.0
390,2016-11-19,900000.0
391,2016-05-22,1500000.0
392,2016-08-22,2752000.0
393,2016-08-22,1500000.0
394,2017-02-25,1800000.0
395,2017-02-25,1830000.0
396,2016-06-27,1415000.0
397,2016-06-27,1440000.0
398,2016-11-27,1250000.0
399,2016-11-27,1422000.0
400,2016-11-27,1600000.0
401,2016-11-27,1860000.0
402,2016-11-27,1710000.0
403,2016-05-28,1790000.0
404,2016-05-28,1950000.0
405,2016-05-28,1600000.0
406,2016-08-28,1320000.0
407,2016-08-28,1650000.0
408,2016-03-09,995000.0
409,2016-03-12,1250000.0
410,2017-04-03,1045000.0
411,2017-04-03,1200000.0
412,2016-04-06,1075000.0
413,2016-06-08,1500000.0
414,2016-07-05,1120000.0
415,2016-07-11,700000.0
416,2016-07-11,761000.0
417,2016-08-10,1270000.0
418,2016-08-10,1510000.0
419,2016-10-09,1365000.0
420,2016-10-12,1100000.0
421,2016-08-13,1415000.0
422,2016-05-14,690000.0
423,2016-10-15,1631000.0
424,2016-10-15,1500000.0
425,2016-07-16,1060000.0
426,2016-09-17,1529500.0
427,2017-03-18,600000.0
428,2016-06-18,535000.0
429,2016-11-19,785000.0
430,2016-11-19,1240000.0
431,2016-08-22,700000.0
432,2016-09-24,1350000.0
433,2016-09-24,1110000.0
434,2017-02-25,1305000.0
435,2017-02-25,855000.0
436,2016-11-27,900500.0
437,2016-05-28,1200000.0
438,2016-08-28,830000.0
439,2016-03-09,850000.0
440,2016-03-09,750000.0
441,2016-03-12,851000.0
442,2017-04-03,848000.0
443,2017-04-03,806000.0
444,2016-04-06,1155000.0
445,2016-04-06,670000.0
446,2016-04-06,1200000.0
447,2016-04-06,636000.0
448,2016-06-08,680000.0
449,2016-07-05,1160000.0
450,2016-08-10,750000.0
451,2016-08-10,627500.0
452,2016-08-10,880000.0
453,2016-10-12,950000.0
454,2016-10-12,1600000.0
455,2017-11-02,585000.0
456,2016-10-15,650000.0
457,2016-10-15,725000.0
458,2016-04-16,665000.0
459,2016-04-16,560500.0
460,2016-07-16,615000.0
461,2016-07-16,845000.0
462,2016-09-17,585000.0
463,2017-03-18,440000.0
464,2017-03-18,850000.0
465,2016-06-18,850000.0
466,2016-05-22,705000.0
467,2016-05-22,1100000.0
468,2016-05-22,892500.0
469,2016-04-23,695000.0
470,2016-09-24,522500.0
471,2016-09-24,680000.0
472,2016-09-24,500000.0
473,2016-09-24,550000.0
474,2017-02-25,730000.0
475,2017-02-25,875000.0
476,2017-02-25,850000.0
477,2016-07-26,635000.0
478,2016-07-26,762000.0
479,2016-11-27,411000.0
480,2016-11-27,790000.0
481,2016-11-27,605000.0
482,2016-11-27,805000.0
483,2016-11-27,890000.0
484,2016-05-28,795000.0
485,2016-05-28,634000.0
486,2016-08-28,642000.0
487,2016-08-28,863000.0
488,2016-08-28,740000.0
489,2016-03-09,1819000.0
490,2016-03-12,410000.0
491,2016-07-05,280000.0
492,2016-07-11,1015000.0
493,2016-10-15,502500.0
494,2016-10-15,520000.0
495,2016-09-17,442000.0
496,2016-06-18,1193000.0
497,2016-06-18,416000.0
498,2016-11-19,820000.0
499,2016-05-22,474000.0
500,2017-02-25,981000.0
501,2017-02-25,1690000.0
502,2016-06-27,540000.0
503,2016-06-27,1080000.0
504,2016-11-27,500000.0
505,2016-08-28,497500.0
506,2016-03-09,2100000.0
507,2016-03-09,1800000.0
508,2016-03-09,1255000.0
509,2016-03-12,1070000.0
510,2016-03-12,2570000.0
511,2016-03-12,2400000.0
512,2016-03-12,2200000.0
513,2016-03-12,3250000.0
514,2016-03-12,806000.0
515,2016-03-12,4000000.0
516,2016-03-12,1215000.0
517,2016-03-12,2250000.0
518,2017-04-03,812000.0
519,2016-04-06,1140000.0
520,2016-04-06,2330000.0
521,2016-04-06,2800000.0
522,2016-04-06,605000.0
523,2016-04-06,1255000.0
524,2016-06-08,1850000.0
525,2016-06-08,805000.0
526,2016-07-05,700000.0
527,2016-07-05,2130000.0
528,2016-07-05,500000.0
529,2016-07-05,2125000.0
530,2016-08-10,1800000.0
531,2016-08-10,635000.0
532,2016-10-09,526000.0
533,2016-10-09,390000.0
534,2016-10-12,905000.0
535,2016-10-12,1750000.0
536,2016-10-12,760000.0
537,2016-10-12,3180000.0
538,2016-10-12,1367000.0
539,2016-10-12,3600000.0
540,2016-10-12,2550000.0
541,2016-12-11,1400000.0
542,2016-12-11,3270000.0
543,2016-08-13,625000.0
544,2016-08-13,700000.0
545,2016-05-14,1860000.0
546,2016-10-15,2730000.0
547,2016-04-16,2020000.0
548,2016-04-16,460000.0
549,2016-07-16,2250000.0
550,2016-07-16,1053000.0
551,2016-07-16,1800000.0
552,2016-07-16,1472000.0
553,2016-09-17,2120000.0
554,2016-09-17,1910000.0
555,2017-03-18,754000.0
556,2016-06-18,3000000.0
557,2016-06-18,3400000.0
558,2016-11-19,2188000.0
559,2016-11-19,755000.0
560,2016-05-22,2900000.0
561,2016-05-22,3290000.0
562,2016-08-22,2665000.0
563,2016-08-22,1801000.0
564,2016-09-24,2410000.0
565,2016-09-24,650000.0
566,2017-02-25,2275000.0
567,2017-02-25,2810000.0
568,2017-02-25,1385000.0
569,2016-06-27,2000000.0
570,2016-11-27,1900000.0
571,2016-11-27,3401000.0
572,2016-11-27,1750000.0
573,2016-11-27,4000000.0
574,2016-05-28,1100000.0
575,2016-05-28,3020000.0
576,2016-05-28,2950000.0
577,2016-05-28,2450000.0
578,2016-05-28,1912000.0
579,2016-08-28,730000.0
580,2016-08-28,3900000.0
581,2016-08-28,1500000.0
582,2016-08-28,1850000.0
583,2016-07-30,1700000.0
584,2016-07-30,1010000.0
585,2016-03-09,1315000.0
586,2016-03-09,1500000.0
587,2016-03-09,3230000.0
588,2016-03-09,1080000.0
589,2016-03-12,1350000.0
590,2016-03-12,1905000.0
591,2016-03-12,3300000.0
592,2016-03-12,1900000.0
593,2016-03-12,2251000.0
594,2016-03-12,2205000.0
595,2016-03-12,1265000.0
596,2017-04-03,2000000.0
597,2017-04-03,1750000.0
598,2017-04-03,1450000.0
599,2017-04-03,2614000.0
600,2017-04-03,1825000.0
601,2017-04-03,2550000.0
602,2016-04-06,1570000.0
603,2016-06-08,3250000.0
604,2016-06-08,1750000.0
605,2016-06-08,1150000.0
606,2016-06-08,1575000.0
607,2016-07-05,1505000.0
608,2016-07-05,1572000.0
609,2016-07-05,1500000.0
610,2016-07-05,1400000.0
611,2016-07-11,1750000.0
612,2016-07-11,1850000.0
613,2016-07-11,1480000.0
614,2016-08-10,1400000.0
615,2016-08-10,2130000.0
616,2016-08-10,1050000.0
617,2016-08-10,3690000.0
618,2016-10-09,1740000.0
619,2016-10-09,2575000.0
620,2016-10-09,1388800.0
621,2016-10-12,1702000.0
622,2016-10-12,1800000.0
623,2016-10-12,2910000.0
624,2016-10-12,1400000.0
625,2016-10-12,860000.0
626,2017-11-03,1670000.0
627,2016-12-06,1500000.0
628,2016-12-06,2200000.0
629,2016-12-11,1350000.0
630,2016-12-11,2070000.0
631,2016-12-11,1300000.0
632,2016-08-13,1700000.0
633,2016-08-13,1750000.0
634,2016-05-14,980000.0
635,2016-05-14,1230000.0
636,2016-05-14,2600000.0
637,2016-05-14,1950000.0
638,2016-10-15,1750000.0
639,2016-10-15,2000000.0
640,2016-10-15,1480000.0
641,2016-10-15,3000000.0
642,2016-10-15,1818000.0
643,2016-04-16,2170000.0
644,2016-04-16,2525000.0
645,2016-04-16,3360000.0
646,2016-07-16,1620000.0
647,2016-07-16,1903000.0
648,2016-09-17,1712000.0
649,2017-03-18,1720000.0
650,2017-03-18,1670000.0
651,2017-03-18,1350000.0
652,2017-03-18,1675000.0
653,2017-03-18,1680000.0
654,2016-06-18,1800000.0
655,2016-06-18,1550000.0
656,2016-06-18,4000000.0
657,2016-06-18,2900000.0
658,2016-11-19,2205000.0
659,2016-11-19,1137000.0
660,2016-11-19,2100000.0
661,2016-05-22,1389000.0
662,2016-05-22,685000.0
663,2016-05-22,1900000.0
664,2016-05-22,1335000.0
665,2016-08-22,1600000.0
666,2016-08-22,1830000.0
667,2016-08-22,1900000.0
668,2016-04-23,1500000.0
669,2016-04-23,735000.0
670,2016-09-24,1040000.0
671,2017-02-25,1520000.0
672,2017-02-25,1250000.0
673,2017-02-25,1900000.0
674,2016-06-27,1875000.0
675,2016-06-27,1530000.0
676,2016-06-27,1700000.0
677,2016-11-27,1238000.0
678,2016-11-27,1320000.0
679,2016-11-27,560000.0
680,2016-11-27,1651000.0
681,2016-11-27,1920000.0
682,2016-11-27,1560000.0
683,2016-05-28,1550000.0
684,2016-05-28,1038000.0
685,2016-05-28,1660000.0
686,2016-05-28,1260000.0
687,2016-08-28,2000000.0
688,2016-08-28,2155000.0
689,2016-08-28,1225000.0
690,2016-08-28,2150000.0
691,2016-08-28,1770000.0
692,2016-07-30,691500.0
693,2016-07-30,1836000.0
694,2016-03-09,636000.0
695,2016-03-09,1275000.0
696,2016-03-09,875000.0
697,2016-03-09,895000.0
698,2016-03-12,1550000.0
699,2016-03-12,1420000.0
700,2016-03-12,1425000.0
701,2016-03-12,851000.0
702,2016-04-02,1222500.0
703,2017-04-03,1260000.0
704,2016-04-06,2700000.0
705,2016-04-06,900000.0
706,2016-04-06,1100000.0
707,2016-04-06,1005000.0
708,2016-04-06,1317500.0
709,2016-06-08,360000.0
710,2016-06-08,1435000.0
711,2016-06-08,1110000.0
712,2016-06-08,2435000.0
713,2016-07-05,1500000.0
714,2016-07-11,1300000.0
715,2016-07-11,855000.0
716,2016-08-10,1125000.0
717,2016-08-10,1135000.0
718,2016-08-10,867000.0
719,2016-10-09,1328000.0
720,2016-10-09,1340000.0
721,2016-10-09,1155000.0
722,2016-10-09,1275000.0
723,2016-10-12,770000.0
724,2016-10-12,855000.0
725,2016-10-12,1100000.0
726,2016-10-12,650000.0
727,2016-10-12,1815000.0
728,2016-10-12,2255000.0
729,2017-11-02,1470000.0
730,2016-12-11,420000.0
731,2016-12-11,855000.0
732,2016-12-11,1450000.0
733,2016-12-11,1200000.0
734,2016-12-11,1860000.0
735,2016-08-13,725000.0
736,2016-10-15,1293000.0
737,2016-10-15,1390000.0
738,2016-10-15,1400000.0
739,2016-10-15,1328000.0
740,2016-10-15,1247000.0
741,2016-10-15,1311000.0
742,2016-10-15,1100000.0
743,2016-04-16,1327500.0
744,2016-04-16,1560000.0
745,2016-07-16,1370000.0
746,2016-07-16,1100000.0
747,2016-07-16,1385000.0
748,2016-09-17,1275000.0
749,2016-09-17,1095000.0
750,2016-09-17,797500.0
751,2017-03-18,725000.0
752,2017-03-18,825000.0
753,2017-03-18,1235000.0
754,2016-06-18,1600000.0
755,2016-06-18,1165000.0
756,2016-06-18,1355000.0
757,2016-06-18,1910000.0
758,2016-11-19,1448000.0
759,2016-11-19,820000.0
760,2016-05-22,895000.0
761,2016-05-22,1041000.0
762,2016-08-22,1430000.0
763,2016-08-22,910000.0
764,2016-08-22,2520000.0
765,2016-09-24,1350000.0
766,2016-09-24,635000.0
767,2017-02-25,1280000.0
768,2017-02-25,1900000.0
769,2017-02-25,1230000.0
770,2017-02-25,1150000.0
771,2016-07-26,1650000.0
772,2016-07-26,670000.0
773,2016-11-27,680000.0
774,2016-11-27,1320000.0
775,2016-11-27,1380000.0
776,2016-11-27,1900000.0
777,2016-08-28,1535000.0
778,2016-08-28,1281000.0
779,2016-08-28,1096000.0
780,2016-08-28,1385000.0
781,2016-08-28,517500.0
782,2016-08-28,1245000.0
783,2016-08-28,503000.0
784,2016-08-28,2620000.0
785,2016-07-30,760000.0
786,2016-07-30,405000.0
787,2016-03-09,1410000.0
788,2016-03-09,760000.0
789,2016-03-09,825000.0
790,2016-03-12,746000.0
791,2016-03-12,580000.0
792,2016-03-12,1275000.0
793,2016-03-12,1206000.0
794,2017-04-03,1115000.0
795,2017-04-03,1190000.0
796,2017-04-03,1270000.0
797,2017-04-03,1025000.0
798,2017-04-03,740000.0
799,2017-04-03,1960000.0
800,2016-04-06,495000.0
801,2016-04-06,570000.0
802,2016-04-06,1220000.0
803,2016-04-06,885000.0
804,2016-04-06,830000.0
805,2016-04-06,1137500.0
806,2016-04-06,1100000.0
807,2016-06-08,1040000.0
808,2016-06-08,1210000.0
809,2016-06-08,1160000.0
810,2016-07-05,1215000.0
811,2016-07-05,1200000.0
812,2016-07-05,1050000.0
813,2016-07-05,950000.0
814,2016-07-05,380000.0
815,2016-07-05,689000.0
816,2016-07-05,1400000.0
817,2016-07-05,965000.0
818,2016-07-05,1338000.0
819,2016-07-05,800000.0
820,2016-07-05,651000.0
821,2016-07-05,920000.0
822,2016-07-05,1390000.0
823,2016-08-10,495000.0
824,2016-08-10,370000.0
825,2016-08-10,1100000.0
826,2016-08-10,1100000.0
827,2016-08-10,1355000.0
828,2016-08-10,1206000.0
829,2016-08-10,486500.0
830,2016-10-09,1010000.0
831,2016-10-09,899000.0
832,2016-10-09,1415000.0
833,2016-10-12,1185000.0
834,2016-10-12,1060000.0
835,2016-10-12,716000.0
836,2016-10-12,1550000.0
837,2016-10-12,840000.0
838,2016-10-12,1110000.0
839,2016-10-12,1106000.0
840,2016-12-11,845000.0
841,2016-12-11,860000.0
842,2016-12-11,1208000.0
843,2016-12-11,921000.0
844,2016-12-11,1165000.0
845,2016-12-11,1270000.0
846,2016-12-11,742500.0
847,2016-12-11,920000.0
848,2016-08-13,1307000.0
849,2016-08-13,1010000.0
850,2016-08-13,702000.0
851,2016-08-13,813000.0
852,2016-05-14,805000.0
853,2016-05-14,880000.0
854,2016-05-14,1100000.0
855,2016-10-15,1085000.0
856,2016-04-16,920000.0
857,2016-04-16,1050000.0
858,2016-04-16,1560000.0
859,2016-04-16,800000.0
860,2016-04-16,722000.0
861,2016-04-16,930000.0
862,2016-04-16,921000.0
863,2016-04-16,1035000.0
864,2016-07-16,720000.0
865,2016-07-16,1185000.0
866,2016-07-16,1352000.0
867,2016-07-16,1005000.0
868,2016-07-16,761000.0
869,2016-07-16,1600000.0
870,2016-09-17,1200000.0
871,2016-09-17,780000.0
872,2016-09-17,1250000.0
873,2016-09-17,750000.0
874,2016-09-17,1300000.0
875,2016-09-17,1475000.0
876,2016-09-17,1110000.0
877,2016-09-17,835000.0
878,2016-09-17,1690000.0
879,2016-09-17,791000.0
880,2016-09-17,900000.0
881,2016-09-17,1189000.0
882,2016-09-17,825000.0
883,2017-03-18,1030000.0
884,2017-03-18,970000.0
885,2017-03-18,930000.0
886,2017-03-18,1510000.0
887,2017-03-18,1240000.0
888,2017-03-18,823000.0
889,2017-03-18,1310000.0
890,2017-03-18,1475000.0
891,2017-03-18,950000.0
892,2016-06-18,1045000.0
893,2016-06-18,750000.0
894,2016-06-18,800000.0
895,2016-06-18,655000.0
896,2016-06-18,1550000.0
897,2016-06-18,835000.0
898,2016-06-18,1140000.0
899,2016-06-18,1120000.0
900,2016-06-18,1465000.0
901,2016-06-18,910000.0
902,2016-06-18,920000.0
903,2016-11-19,935000.0
904,2016-11-19,977000.0
905,2016-11-19,1352000.0
906,2016-11-19,1115000.0
907,2016-05-22,780000.0
908,2016-05-22,1115000.0
909,2016-05-22,1197000.0
910,2016-05-22,485000.0
911,2016-05-22,810000.0
912,2016-05-22,1365000.0
913,2016-05-22,700000.0
914,2016-08-22,1698888.0
915,2016-08-22,1150000.0
916,2016-08-22,340000.0
917,2016-09-24,1000000.0
918,2016-09-24,965000.0
919,2016-09-24,870000.0
920,2016-09-24,1405000.0
921,2016-09-24,1161000.0
922,2016-09-24,1266000.0
923,2016-09-24,700000.0
924,2017-02-25,1325000.0
925,2017-02-25,770000.0
926,2017-02-25,1110000.0
927,2017-02-25,380000.0
928,2017-02-25,1175000.0
929,2017-02-25,1200000.0
930,2017-02-25,1370000.0
931,2017-02-25,1433500.0
932,2017-02-25,1630000.0
933,2017-02-25,1360000.0
934,2016-07-26,900000.0
935,2016-07-26,860000.0
936,2016-06-27,772500.0
937,2016-06-27,1001000.0
938,2016-06-27,715000.0
939,2016-06-27,801000.0
940,2016-06-27,882000.0
941,2016-06-27,1180000.0
942,2016-11-27,840000.0
943,2016-11-27,710000.0
944,2016-11-27,1040000.0
945,2016-11-27,1550000.0
946,2016-11-27,930000.0
947,2016-11-27,790000.0
948,2016-11-27,1040000.0
949,2016-11-27,1020000.0
950,2016-11-27,670000.0
951,2016-05-28,800000.0
952,2016-05-28,1120000.0
953,2016-05-28,970000.0
954,2016-05-28,787500.0
955,2016-05-28,950000.0
956,2016-05-28,886000.0
957,2016-08-28,780000.0
958,2016-08-28,1015000.0
959,2016-08-28,830000.0
